	time	latitude	longitude	depth	mag	magType	nst	gap	dmin	rms	net	id	updated	place	type	horizontalError	depthError	magError	magNst	status	locationSource	magSource
4167	1996-02-04T23:15:53.060Z	-32.471	-179.672	100.0	4.8	mb				1.2	us	usp0007cby	2014-11-07T00:59:50.718Z	south of the Kermadec Islands	earthquake				17.0	reviewed	us	us
4168	1996-02-04T22:57:49.120Z	26.968	100.099	10.0	4.6	mb				1.1	us	usp0007cbv	2014-11-07T00:59:50.707Z	Yunnan, China	earthquake				27.0	reviewed	us	us
4169	1996-02-04T22:56:58.640Z	-32.465	-179.504	27.9	5.9	mw				1.2	us	usp0007cbu	2016-11-09T21:48:34.335Z	south of the Kermadec Islands	earthquake					reviewed	us	hrv
4170	1996-02-04T22:50:07.120Z	53.03	-166.568	33.0	4.5	mb				0.8	us	usp0007cbt	2014-11-07T00:59:50.678Z	Fox Islands, Aleutian Islands, Alaska	earthquake				39.0	reviewed	us	us
4171	1996-02-04T18:49:21.310Z	43.443	147.98	42.0	4.8	mb				1.1	us	usp0007cbd	2014-11-07T00:59:50.637Z	Kuril Islands	earthquake				60.0	reviewed	us	us
4172	1996-02-04T16:58:05.970Z	27.041	100.299	10.0	5.6	mw				1.1	us	usp0007cb5	2020-01-03T20:49:14.494Z	Sichuan-Yunnan border region, China	earthquake					reviewed	us	hrv
4173	1996-02-04T15:52:50.330Z	31.7	131.866	42.3	4.5	ms				1.2	us	usp0007cb2	2014-11-07T00:59:50.551Z	Kyushu, Japan	earthquake				1.0	reviewed	us	us
4174	1996-02-04T14:20:41.490Z	-6.096	146.787	60.9	4.6	mb				1.1	us	usp0007cax	2014-11-07T00:59:50.539Z	eastern New Guinea region, Papua New Guinea	earthquake		7.5		21.0	reviewed	us	us
4175	1996-02-04T13:38:28.300Z	0.504	126.104	65.3	4.6	mb				1.0	us	usp0007cav	2014-11-07T00:59:50.532Z	Molucca Sea	earthquake		10.7		18.0	reviewed	us	us
4176	1996-02-04T11:57:19.620Z	44.975	149.621	33.0	5.4	mw				0.9	us	usp0007cak	2016-11-09T21:48:33.821Z	Kuril Islands	earthquake					reviewed	us	hrv
4177	1996-02-04T11:31:29.970Z	5.735	125.817	147.3	4.6	mb				1.0	us	usp0007cah	2014-11-07T00:59:50.463Z	Mindanao, Philippines	earthquake		15.7		17.0	reviewed	us	us
4178	1996-02-04T10:08:39.340Z	-5.986	154.322	81.3	5.2	mb				1.1	us	usp0007cag	2014-11-07T00:59:50.453Z	Bougainville region, Papua New Guinea	earthquake		9.6		52.0	reviewed	us	us
4179	1996-02-04T05:52:17.820Z	-6.101	103.184	60.5	4.9	mb				1.0	us	usp0007ca9	2014-11-07T00:59:50.430Z	southwest of Sumatra, Indonesia	earthquake				38.0	reviewed	us	us
4180	1996-02-04T05:40:34.160Z	-5.853	153.154	33.0	4.5	mb				1.0	us	usp0007ca8	2014-11-07T00:59:50.425Z	New Ireland region, Papua New Guinea	earthquake				18.0	reviewed	us	us
4181	1996-02-04T03:28:32.180Z	0.762	119.925	10.0	4.5	mb				1.0	us	usp0007ca2	2014-11-07T00:59:50.404Z	Minahasa, Sulawesi, Indonesia	earthquake				19.0	reviewed	us	us
4182	1996-02-04T00:46:52.100Z	-22.208	-179.621	572.3	4.8	mb				0.9	us	usp0007c9y	2014-11-07T00:59:50.376Z	south of the Fiji Islands	earthquake		9.1		46.0	reviewed	us	us
4183	1996-02-03T23:46:56.870Z	-7.407	128.373	135.3	5.3	mb				0.9	us	usp0007c9s	2014-11-07T00:59:50.342Z	Kepulauan Barat Daya, Indonesia	earthquake		3.9		62.0	reviewed	us	us
4184	1996-02-03T23:24:08.100Z	7.985	-38.024	10.0	4.5	mb				0.9	us	usp0007c9r	2014-11-07T00:59:50.335Z	central Mid-Atlantic Ridge	earthquake				36.0	reviewed	us	us
4185	1996-02-03T21:13:27.970Z	44.433	149.41	33.0	4.8	mb				0.9	us	usp0007c9c	2014-11-07T00:59:50.279Z	Kuril Islands	earthquake				60.0	reviewed	us	us
4186	1996-02-03T20:19:37.760Z	44.557	149.364	33.0	4.7	mb				1.0	us	usp0007c97	2014-11-07T00:59:50.179Z	Kuril Islands	earthquake				70.0	reviewed	us	us
4187	1996-02-03T19:38:57.920Z	26.865	100.148	10.0	4.7	mb				1.2	us	usp0007c91	2014-11-07T00:59:50.096Z	Yunnan, China	earthquake				37.0	reviewed	us	us
4188	1996-02-03T18:26:12.070Z	8.114	-38.07	10.0	4.5	mb				1.1	us	usp0007c8w	2014-11-07T00:59:50.077Z	central Mid-Atlantic Ridge	earthquake				18.0	reviewed	us	us
4189	1996-02-03T14:47:23.450Z	-55.186	125.119	10.0	4.5	mb				1.1	us	usp0007c8k	2014-11-07T00:59:50.039Z	south of Australia	earthquake				6.0	reviewed	us	us
4190	1996-02-03T12:44:30.310Z	2.818	-79.76	33.0	4.8	mb				1.0	us	usp0007c83	2014-11-07T00:59:49.717Z	south of Panama	earthquake				53.0	reviewed	us	us
4191	1996-02-03T12:26:49.800Z	2.717	-79.84	33.0	5.0	mb				1.0	us	usp0007c7y	2014-11-07T00:59:49.677Z	south of Panama	earthquake				62.0	reviewed	us	us
4192	1996-02-03T12:14:52.000Z	27.027	100.326	10.0	4.6	mb				1.3	us	usp0007c7u	2014-11-07T00:59:49.661Z	Sichuan-Yunnan border region, China	earthquake				22.0	reviewed	us	us
4193	1996-02-03T12:08:16.580Z	27.102	100.216	10.0	5.1	mb				1.1	us	usp0007c7s	2014-11-07T00:59:49.631Z	Sichuan-Yunnan border region, China	earthquake				62.0	reviewed	us	us
4194	1996-02-03T11:58:24.310Z	27.005	100.048	10.0	4.6	mb				1.3	us	usp0007c7q	2014-11-07T00:59:49.615Z	Sichuan-Yunnan border region, China	earthquake				32.0	reviewed	us	us
4195	1996-02-03T11:47:55.890Z	-24.096	-176.176	90.0	4.6	mb				1.0	us	usp0007c7n	2014-11-07T00:59:49.605Z	south of the Fiji Islands	earthquake				11.0	reviewed	us	us
4196	1996-02-03T11:39:42.350Z	27.125	100.138	10.0	5.0	mb				1.4	us	usp0007c7k	2014-11-07T00:59:49.583Z	Sichuan-Yunnan border region, China	earthquake				44.0	reviewed	us	us
4197	1996-02-03T11:24:02.070Z	27.273	100.782	10.0	4.5	mb				0.8	us	usp0007c7h	2014-11-07T00:59:49.574Z	Sichuan-Yunnan border region, China	earthquake				10.0	reviewed	us	us
4198	1996-02-03T11:14:20.120Z	27.291	100.276	11.1	6.6	mw				1.2	us	usp0007c7g	2020-02-06T19:37:55.108Z	Sichuan-Yunnan border region, China	earthquake					reviewed	us	hrv
4199	1996-02-03T11:12:18.350Z	-5.854	151.381	30.9	4.6	mb				0.9	us	usp0007c7f	2014-11-07T00:59:49.420Z	New Britain region, Papua New Guinea	earthquake				11.0	reviewed	us	us
4200	1996-02-03T08:56:07.380Z	19.765	120.726	32.1	5.1	mw				0.9	us	usp0007c7c	2016-11-09T21:48:18.290Z	Babuyan Islands region, Philippines	earthquake					reviewed	us	hrv
4201	1996-02-03T06:52:39.910Z	-3.048	147.958	33.0	4.9	ms				0.9	us	usp0007c79	2014-11-07T00:59:49.346Z	Bismarck Sea	earthquake				7.0	reviewed	us	us
4202	1996-02-03T03:05:32.060Z	-15.53	67.238	10.0	4.5	mb				1.0	us	usp0007c6z	2014-11-07T00:59:49.308Z	Mid-Indian Ridge	earthquake				4.0	reviewed	us	us
4203	1996-02-03T02:52:50.200Z	-24.24	-175.794	33.0	4.8	mb				1.4	us	usp0007c6w	2014-11-07T00:59:49.290Z	south of Tonga	earthquake				15.0	reviewed	us	us
4204	1996-02-03T02:37:00.890Z	-5.57	131.147	33.0	4.9	mb				0.8	us	usp0007c6t	2014-11-07T00:59:49.267Z	Banda Sea	earthquake				32.0	reviewed	us	us
4205	1996-02-03T01:18:56.530Z	-33.495	-178.174	33.0	4.6	mb				1.3	us	usp0007c6m	2014-11-07T00:59:49.233Z	south of the Kermadec Islands	earthquake				10.0	reviewed	us	us
4206	1996-02-02T21:10:12.910Z	-4.261	143.302	121.2	4.8	mb				1.2	us	usp0007c66	2014-11-07T00:59:49.119Z	New Guinea, Papua New Guinea	earthquake				23.0	reviewed	us	us
4207	1996-02-02T20:48:25.840Z	-22.163	179.485	600.0	4.5	mb				1.0	us	usp0007c64	2014-11-07T00:59:49.099Z	south of the Fiji Islands	earthquake				15.0	reviewed	us	us
4208	1996-02-02T20:09:04.200Z	-0.773	127.102	33.0	4.6	mb				1.0	us	usp0007c63	2014-11-07T00:59:49.085Z	Halmahera, Indonesia	earthquake				21.0	reviewed	us	us
4209	1996-02-02T18:36:11.430Z	11.463	141.587	33.0	5.8	mw				1.2	us	usp0007c5z	2016-11-09T21:47:54.154Z	State of Yap, Federated States of Micronesia	earthquake					reviewed	us	hrv
4210	1996-02-02T16:53:27.310Z	23.857	122.652	33.0	4.7	mb				1.1	us	usp0007c5x	2014-11-07T00:59:48.948Z	Taiwan region	earthquake				45.0	reviewed	us	us
4211	1996-02-02T16:06:09.400Z	-6.911	155.79	86.2	5.3	mw				1.0	us	usp0007c5u	2016-11-09T21:47:53.380Z	Bougainville region, Papua New Guinea	earthquake		8.1			reviewed	us	hrv
4212	1996-02-02T14:42:16.590Z	29.235	34.67	10.0	4.5	md				0.9	us	usp0007c5s	2014-11-07T00:59:48.871Z	Egypt	earthquake					reviewed	us	ryd
4213	1996-02-02T05:37:14.850Z	-33.416	-178.279	33.0	4.5	mb				0.8	us	usp0007c52	2014-11-07T00:59:48.770Z	south of the Kermadec Islands	earthquake				5.0	reviewed	us	us
4214	1996-02-02T05:34:38.340Z	-32.637	-178.351	70.0	4.6	mb				1.5	us	usp0007c51	2014-11-07T00:59:48.765Z	south of the Kermadec Islands	earthquake				7.0	reviewed	us	us
4215	1996-02-02T02:56:22.360Z	-7.52	127.664	152.0	4.7	mb				0.8	us	usp0007c4u	2014-11-07T00:59:48.692Z	Kepulauan Barat Daya, Indonesia	earthquake		9.1		15.0	reviewed	us	us
4216	1996-02-02T00:41:13.820Z	32.676	137.517	373.7	4.7	mb				0.9	us	usp0007c4m	2014-11-07T00:59:48.583Z	Izu Islands, Japan region	earthquake				94.0	reviewed	us	us
4217	1996-02-02T00:13:09.780Z	-33.608	-179.019	80.0	4.8	mb				1.4	us	usp0007c4h	2014-11-07T00:59:48.542Z	south of the Kermadec Islands	earthquake				4.0	reviewed	us	us
4218	1996-02-01T23:40:15.230Z	-33.662	-178.458	33.0	4.7	mb				1.3	us	usp0007c4e	2014-11-07T00:59:48.518Z	south of the Kermadec Islands	earthquake				6.0	reviewed	us	us
4219	1996-02-01T21:00:08.350Z	-19.42	169.265	150.0	4.7	mb				1.2	us	usp0007c4b	2014-11-07T00:59:48.499Z	Vanuatu	earthquake				9.0	reviewed	us	us
4220	1996-02-01T17:57:58.170Z	37.829	19.918	29.8	5.3	mw				1.3	us	usp0007c3z	2016-11-09T21:47:31.895Z	Ionian Sea	earthquake					reviewed	us	hrv
4221	1996-02-01T14:29:00.440Z	32.233	140.683	51.1	4.8	mb				1.0	us	usp0007c3r	2014-11-07T00:59:48.205Z	Izu Islands, Japan region	earthquake		7.8		44.0	reviewed	us	us
4222	1996-02-01T07:18:04.230Z	44.853	146.273	170.0	6.2	mwb				0.9	us	usp0007c3b	2020-01-03T20:48:57.691Z	Kuril Islands	earthquake					reviewed	us	us
4223	1996-02-01T04:21:19.770Z	-18.08	-178.349	574.3	5.5	mw				0.9	us	usp0007c32	2016-11-09T21:47:31.415Z	Fiji region	earthquake					reviewed	us	hrv
4224	1996-02-01T03:42:06.210Z	-5.5	147.145	167.3	4.7	mb				0.9	us	usp0007c2z	2014-11-07T00:59:47.314Z	eastern New Guinea region, Papua New Guinea	earthquake		5.0		19.0	reviewed	us	us
4225	1996-02-01T02:47:02.180Z	-33.218	-178.48	33.0	4.5	mb				1.3	us	usp0007c2y	2014-11-07T00:59:47.300Z	south of the Kermadec Islands	earthquake				4.0	reviewed	us	us
4226	1996-02-01T02:22:46.410Z	44.517	149.407	33.0	4.5	mb				1.0	us	usp0007c2v	2014-11-07T00:59:47.152Z	Kuril Islands	earthquake				23.0	reviewed	us	us
4227	1996-02-01T02:19:34.560Z	-33.531	-178.691	33.0	4.5	mb				1.1	us	usp0007c2u	2014-11-07T00:59:47.137Z	south of the Kermadec Islands	earthquake				2.0	reviewed	us	us
4228	1996-02-01T00:22:36.690Z	-33.495	-178.575	33.0	4.9	mb				1.4	us	usp0007c2p	2014-11-07T00:59:47.021Z	south of the Kermadec Islands	earthquake				3.0	reviewed	us	us
4229	1996-01-31T22:59:02.030Z	-23.446	-69.725	111.8	4.5	mb				1.2	us	usp0007c2h	2014-11-07T00:59:45.410Z	Antofagasta, Chile	earthquake		13.9		4.0	reviewed	us	us
4230	1996-01-31T21:33:47.210Z	44.466	149.387	50.7	4.5	mb				0.9	us	usp0007c2f	2014-11-07T00:59:45.400Z	Kuril Islands	earthquake				48.0	reviewed	us	us
4231	1996-01-31T21:12:47.570Z	-4.57	-12.159	10.0	4.8	mb				1.0	us	usp0007c2d	2014-11-07T00:59:45.395Z	north of Ascension Island	earthquake				24.0	reviewed	us	us
4232	1996-01-31T20:43:34.010Z	31.861	50.393	65.2	4.6	mb				0.9	us	usp0007c2c	2014-11-07T00:59:45.393Z	western Iran	earthquake		10.6		12.0	reviewed	us	us
4233	1996-01-31T20:36:03.630Z	44.312	149.377	29.8	5.0	mb				1.2	us	usp0007c2a	2014-11-07T00:59:45.385Z	Kuril Islands	earthquake				44.0	reviewed	us	us
4234	1996-01-31T20:30:42.370Z	44.468	149.37	20.6	6.0	mw				0.9	us	usp0007c29	2016-11-09T21:47:10.234Z	Kuril Islands	earthquake					reviewed	us	hrv
4235	1996-01-31T19:21:24.970Z	44.531	149.372	18.2	5.6	mw				1.0	us	usp0007c27	2016-11-09T21:47:09.763Z	Kuril Islands	earthquake		9.5			reviewed	us	hrv
4236	1996-01-31T17:46:18.590Z	0.485	119.591	33.0	4.8	mb				0.9	us	usp0007c24	2014-11-07T00:59:45.262Z	Minahasa, Sulawesi, Indonesia	earthquake				41.0	reviewed	us	us
4237	1996-01-31T17:02:23.140Z	84.041	-0.914	10.0	4.6	mb				1.1	us	usp0007c22	2014-11-07T00:59:45.098Z	north of Svalbard	earthquake				21.0	reviewed	us	us
4238	1996-01-31T16:17:28.400Z	-33.581	-177.913	33.0	4.6	mb				1.3	us	usp0007c1y	2014-11-07T00:59:45.089Z	south of the Kermadec Islands	earthquake				9.0	reviewed	us	us
4239	1996-01-31T06:57:36.190Z	-32.468	-178.749	33.0	4.6	mb				1.2	us	usp0007c1h	2014-11-07T00:59:45.064Z	south of the Kermadec Islands	earthquake				3.0	reviewed	us	us
4240	1996-01-31T06:19:11.310Z	-33.189	-178.453	20.1	5.4	mw				1.0	us	usp0007c1f	2016-11-09T21:47:09.286Z	south of the Kermadec Islands	earthquake					reviewed	us	hrv
4241	1996-01-31T04:46:33.640Z	-32.556	-178.787	33.0	4.5	mb				0.6	us	usp0007c1e	2014-11-07T00:59:45.056Z	south of the Kermadec Islands	earthquake				4.0	reviewed	us	us
4242	1996-01-31T03:33:40.650Z	-32.566	-178.909	33.0	4.7	mb				0.8	us	usp0007c1b	2014-11-07T00:59:45.051Z	south of the Kermadec Islands	earthquake				5.0	reviewed	us	us
4243	1996-01-31T03:25:49.370Z	-33.483	-178.39	33.0	4.7	mb				1.2	us	usp0007c1a	2014-11-07T00:59:45.049Z	south of the Kermadec Islands	earthquake				4.0	reviewed	us	us
4244	1996-01-31T02:29:37.820Z	-31.913	-178.501	33.0	4.6	mb				0.8	us	usp0007c16	2014-11-07T00:59:45.042Z	Kermadec Islands region	earthquake				4.0	reviewed	us	us
4245	1996-01-31T01:58:51.670Z	-33.394	-178.393	33.0	4.6	mb				1.1	us	usp0007c14	2014-11-07T00:59:45.039Z	south of the Kermadec Islands	earthquake				6.0	reviewed	us	us
4246	1996-01-31T01:28:06.840Z	-33.462	-178.366	33.0	4.6	mb				1.3	us	usp0007c11	2014-11-07T00:59:45.029Z	south of the Kermadec Islands	earthquake				7.0	reviewed	us	us
4247	1996-01-31T00:19:57.130Z	-33.301	-177.82	33.0	4.6	mb				1.3	us	usp0007c10	2014-11-07T00:59:45.026Z	south of the Kermadec Islands	earthquake				5.0	reviewed	us	us
4248	1996-01-31T00:13:45.790Z	-33.541	-178.518	33.0	4.8	mb				0.7	us	usp0007c0z	2014-11-07T00:59:45.021Z	south of the Kermadec Islands	earthquake				5.0	reviewed	us	us
4249	1996-01-31T00:10:55.230Z	-33.28	-178.364	33.0	4.6	mb				0.8	us	usp0007c0y	2014-11-07T00:59:44.905Z	south of the Kermadec Islands	earthquake				5.0	reviewed	us	us
4250	1996-01-30T22:29:57.150Z	-32.921	-178.298	33.0	6.4	mw				1.0	us	usp0007c0u	2016-11-10T00:25:01.723Z	south of the Kermadec Islands	earthquake					reviewed	us	hrv
4251	1996-01-30T22:18:54.380Z	-33.752	-178.68	33.0	4.6	mb				1.1	us	usp0007c0t	2014-11-07T00:59:44.832Z	south of the Kermadec Islands	earthquake				3.0	reviewed	us	us
4252	1996-01-30T22:12:15.890Z	-32.785	-177.92	135.7	4.9	mb				0.1	us	usp0007c0s	2014-11-07T00:59:44.830Z	south of the Kermadec Islands	earthquake		26.8		3.0	reviewed	us	us
4253	1996-01-30T22:00:09.580Z	-32.953	-178.253	14.2	6.1	mwb				1.1	us	usp0007c0r	2016-11-10T00:25:01.075Z	south of the Kermadec Islands	earthquake					reviewed	us	us
4254	1996-01-30T21:14:55.730Z	36.13	135.35	361.0	5.2	mw				0.8	us	usp0007c0p	2016-11-09T21:46:47.190Z	Sea of Japan	earthquake		2.2			reviewed	us	hrv
4255	1996-01-30T17:53:29.600Z	35.604	77.533	76.8	4.5	mb				0.9	us	usp0007c0e	2014-11-07T00:59:44.759Z	Kashmir-Xinjiang border region	earthquake		17.3		18.0	reviewed	us	us
4256	1996-01-30T17:41:13.250Z	38.414	26.883	10.3	4.5	mb				1.0	us	usp0007c0d	2014-11-07T00:59:44.744Z	near the coast of western Turkey	earthquake		1.9		43.0	reviewed	us	us
4257	1996-01-30T13:59:29.400Z	-57.009	147.775	10.0	5.7	mw				1.3	us	usp0007c08	2016-11-09T21:46:46.641Z	west of Macquarie Island	earthquake					reviewed	us	hrv
4258	1996-01-30T08:17:16.270Z	1.455	128.348	33.0	4.9	mb				1.0	us	usp0007bzs	2014-11-07T00:59:44.708Z	Halmahera, Indonesia	earthquake				19.0	reviewed	us	us
4259	1996-01-30T05:49:18.590Z	38.242	22.661	10.0	4.6	mb				1.3	us	usp0007bzk	2014-11-07T00:59:44.687Z	Greece	earthquake				46.0	reviewed	us	us
4260	1996-01-30T04:32:20.210Z	-2.303	136.012	33.0	4.9	mb				0.7	us	usp0007bzg	2014-11-07T00:59:44.674Z	near the north coast of Papua, Indonesia	earthquake				8.0	reviewed	us	us
4261	1996-01-30T04:08:03.330Z	1.509	125.39	33.0	4.5	mb				1.2	us	usp0007bzf	2014-11-07T00:59:44.672Z	Molucca Sea	earthquake				5.0	reviewed	us	us
4262	1996-01-30T02:28:42.690Z	47.119	151.902	132.6	5.4	mw				0.8	us	usp0007bz9	2016-11-09T21:46:46.146Z	Kuril Islands	earthquake		5.0			reviewed	us	hrv
4263	1996-01-29T23:03:36.000Z	-31.093	-179.226	200.1	4.7	mb				1.6	us	usp0007bz2	2014-11-07T00:59:44.607Z	Kermadec Islands region	earthquake		8.2		21.0	reviewed	us	us
4264	1996-01-29T22:05:20.890Z	-19.292	168.964	144.0	4.6	mb				1.3	us	usp0007bz0	2014-11-07T00:59:44.601Z	Vanuatu	earthquake				4.0	reviewed	us	us
4265	1996-01-29T17:07:17.500Z	-21.664	173.468	33.0	4.5	mb				1.0	us	usp0007byv	2014-11-07T00:59:44.593Z	Vanuatu region	earthquake				8.0	reviewed	us	us
4266	1996-01-29T13:49:22.350Z	45.61	151.765	33.0	4.8	mb				1.1	us	usp0007byh	2014-11-07T00:59:44.558Z	Kuril Islands	earthquake				57.0	reviewed	us	us
4267	1996-01-29T13:06:27.370Z	11.262	125.381	101.0	5.2	mw				0.9	us	usp0007bye	2016-11-09T21:46:30.256Z	Samar, Philippines	earthquake		3.5			reviewed	us	hrv
4268	1996-01-29T12:48:37.300Z	0.891	120.178	10.0	4.9	mb				0.9	us	usp0007byd	2014-11-07T00:59:44.530Z	Minahasa, Sulawesi, Indonesia	earthquake				20.0	reviewed	us	us
4269	1996-01-29T10:27:07.610Z	-0.943	-15.916	22.4	5.1	mw				1.0	us	usp0007bxy	2016-11-09T21:46:29.765Z	north of Ascension Island	earthquake					reviewed	us	hrv
4270	1996-01-29T10:07:01.280Z	14.384	-92.845	72.7	4.7	mb				1.0	us	usp0007bxw	2014-11-07T00:59:44.465Z	offshore Chiapas, Mexico	earthquake		7.1		54.0	reviewed	us	us
4271	1996-01-29T08:42:19.710Z	40.746	142.57	50.7	4.6	mb				1.0	us	usp0007bxs	2014-11-07T00:59:44.453Z	near the east coast of Honshu, Japan	earthquake				40.0	reviewed	us	us
4272	1996-01-29T07:42:56.070Z	40.429	141.424	126.6	4.7	mb				0.9	us	usp0007bxq	2014-11-07T00:59:44.440Z	near the east coast of Honshu, Japan	earthquake		4.5		59.0	reviewed	us	us
4273	1996-01-29T06:08:03.090Z	9.246	126.586	79.0	4.7	mb				1.2	us	usp0007bxj	2014-11-07T00:59:44.425Z	Mindanao, Philippines	earthquake		15.5		34.0	reviewed	us	us
4274	1996-01-29T00:36:33.120Z	-7.025	124.795	516.0	4.8	mb				0.9	us	usp0007bx3	2014-11-07T00:59:44.385Z	Banda Sea	earthquake		8.8		14.0	reviewed	us	us
4275	1996-01-28T14:42:37.820Z	-22.983	-174.717	33.0	4.6	mb				0.5	us	usp0007bwe	2014-11-07T00:59:44.344Z	Tonga region	earthquake				7.0	reviewed	us	us
4276	1996-01-28T13:49:28.750Z	22.833	94.084	120.0	4.5	mb				0.7	us	usp0007bwc	2014-11-07T00:59:44.342Z	Myanmar	earthquake				1.0	reviewed	us	us
4277	1996-01-28T09:37:36.750Z	9.173	126.603	33.0	4.5	mb				1.2	us	usp0007bvx	2014-11-07T00:59:44.313Z	Mindanao, Philippines	earthquake				16.0	reviewed	us	us
4278	1996-01-28T08:43:16.360Z	34.27	46.459	33.0	4.9	mb				0.9	us	usp0007bvs	2014-11-07T00:59:44.291Z	western Iran	earthquake				83.0	reviewed	us	us
4279	1996-01-28T06:31:21.370Z	22.859	144.135	33.0	4.6	mb				1.1	us	usp0007bvn	2014-11-07T00:59:44.276Z	Volcano Islands, Japan region	earthquake				28.0	reviewed	us	us
4280	1996-01-28T05:28:35.950Z	53.021	159.822	58.6	4.7	mb				1.0	us	usp0007bvh	2014-11-07T00:59:44.262Z	near the east coast of the Kamchatka Peninsula, Russia	earthquake		9.1		47.0	reviewed	us	us
4281	1996-01-28T05:27:39.830Z	14.291	-92.568	35.9	4.6	mb				1.1	us	usp0007bvg	2014-11-07T00:59:44.254Z	offshore Chiapas, Mexico	earthquake				31.0	reviewed	us	us
4282	1996-01-28T04:47:06.310Z	-56.098	-27.273	33.0	4.6	mb				1.0	us	usp0007bve	2014-11-07T00:59:44.247Z	South Sandwich Islands region	earthquake				17.0	reviewed	us	us
4283	1996-01-28T02:23:27.710Z	46.155	153.028	33.0	4.5	mb				1.0	us	usp0007bv6	2014-11-07T00:59:44.222Z	Kuril Islands	earthquake				51.0	reviewed	us	us
4284	1996-01-28T00:28:30.730Z	-1.971	-77.637	155.1	5.3	mw				0.8	us	usp0007bv2	2016-11-09T21:46:07.010Z	Ecuador	earthquake					reviewed	us	hrv
4285	1996-01-27T21:48:56.410Z	44.564	149.404	33.0	4.8	mb				1.0	us	usp0007bux	2014-11-07T00:59:44.161Z	Kuril Islands	earthquake				82.0	reviewed	us	us
4286	1996-01-27T21:29:57.770Z	-22.236	-138.815	0.0	5.3	mb				0.9	us	usp0007buw	2014-11-07T00:59:44.140Z	Tuamotu Archipelago, French Polynesia region	nuclear explosion				54.0	reviewed	us	us
4287	1996-01-27T19:14:10.320Z	1.005	120.154	33.0	5.2	mb				1.0	us	usp0007but	2014-11-07T00:59:44.125Z	Minahasa, Sulawesi, Indonesia	earthquake				47.0	reviewed	us	us
4288	1996-01-27T17:48:09.380Z	9.187	126.416	33.0	6.0	mw				1.0	us	usp0007bun	2020-01-03T20:48:42.592Z	Mindanao, Philippines	earthquake					reviewed	us	hrv
4289	1996-01-27T13:44:07.110Z	-11.373	166.217	184.5	4.6	mb				1.0	us	usp0007buc	2014-11-07T00:59:44.063Z	Santa Cruz Islands	earthquake		11.7		14.0	reviewed	us	us
4290	1996-01-27T11:50:17.840Z	-19.12	-174.433	33.0	4.7	mb				0.9	us	usp0007bu7	2014-11-07T00:59:44.055Z	Tonga	earthquake				21.0	reviewed	us	us
4291	1996-01-27T10:46:20.550Z	9.199	126.696	60.3	4.7	mb				1.3	us	usp0007bu4	2014-11-07T00:59:44.048Z	Mindanao, Philippines	earthquake		16.4		28.0	reviewed	us	us
4292	1996-01-27T06:01:42.140Z	-3.138	127.344	33.0	5.3	mw				1.0	us	usp0007btp	2016-11-09T21:45:42.623Z	Seram, Indonesia	earthquake					reviewed	us	hrv
4293	1996-01-27T05:02:11.540Z	-20.285	-178.159	622.4	4.5	mb				0.9	us	usp0007btj	2014-11-07T00:59:43.914Z	Fiji region	earthquake		7.8		35.0	reviewed	us	us
4294	1996-01-27T02:04:58.770Z	-6.162	150.936	50.9	4.5	mb				1.3	us	usp0007bta	2014-11-07T00:59:43.825Z	New Britain region, Papua New Guinea	earthquake		28.1		10.0	reviewed	us	us
4295	1996-01-27T01:27:53.100Z	-0.633	-14.003	10.0	4.9	mb				0.7	us	usp0007bt8	2014-11-07T00:59:43.808Z	north of Ascension Island	earthquake				7.0	reviewed	us	us
4296	1996-01-27T00:36:54.170Z	-2.784	-77.847	33.0	4.5	mb				0.9	us	usp0007bt5	2014-11-07T00:59:43.787Z	Peru-Ecuador border region	earthquake				22.0	reviewed	us	us
4297	1996-01-27T00:34:55.980Z	-5.088	150.498	300.2	4.5	mb				0.8	us	usp0007bt3	2014-11-07T00:59:43.753Z	New Britain region, Papua New Guinea	earthquake		5.0		26.0	reviewed	us	us
4298	1996-01-26T13:11:13.850Z	29.343	51.008	33.0	4.6	mb				0.8	us	usp0007bs3	2014-11-07T00:59:43.666Z	southern Iran	earthquake				36.0	reviewed	us	us
4299	1996-01-26T12:46:20.590Z	-12.004	-78.01	50.3	4.5	mb				0.6	us	usp0007bs1	2014-11-07T00:59:43.657Z	off the coast of central Peru	earthquake		8.8		13.0	reviewed	us	us
4300	1996-01-26T10:42:11.130Z	-5.642	147.359	225.9	4.5	mb				1.2	us	usp0007brr	2014-11-07T00:59:43.639Z	eastern New Guinea region, Papua New Guinea	earthquake		9.6		6.0	reviewed	us	us
4301	1996-01-26T09:12:57.970Z	-30.365	-70.907	78.9	4.5	mb				1.0	us	usp0007brm	2014-11-07T00:59:43.614Z	Coquimbo, Chile	earthquake				23.0	reviewed	us	us
4302	1996-01-26T05:25:17.760Z	43.455	147.156	62.9	4.5	mb				1.0	us	usp0007brc	2014-11-07T00:59:43.590Z	Kuril Islands	earthquake		17.6		29.0	reviewed	us	us
4303	1996-01-26T02:21:11.280Z	30.905	91.523	33.0	5.1	mb				0.8	us	usp0007br3	2014-11-07T00:59:43.555Z	eastern Xizang	earthquake				93.0	reviewed	us	us
4304	1996-01-26T00:36:15.510Z	-1.971	120.356	64.1	4.7	mb				1.1	us	usp0007bqu	2014-11-07T00:59:43.527Z	Sulawesi, Indonesia	earthquake		13.6		33.0	reviewed	us	us
